ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,31112,GRANT'S - TRIPLE WOOD,5010327000060,0.75,1,40,27.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,158550,LAURENT PERRIER - CUVEE ROSE BRUT,3258438000001,0.75,1,12,114.99,0
Spirits,Gin,Flavoured Gin,ITALY,189889,MALFY - GIN CON ROSA,853222006417,0.75,1,41,49.99,NA
Wine,France Wine,France Red Wine,FRANCE,254246,MEDITERRANEE - BARBEBELLE SANS SULFITES AJOUTES 2022,3414010000399,0.75,1,14,19.97,0
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,UNITED STATES OF AMERICA,269475,BUZZBALLZ COCKTAILS - CHOCOLATINI,850035474556,0.2,1,15,7.09,NA
Wine,France Wine,France Red Wine,FRANCE,301002,CHATEAU HAUT BERGEY ROUGE 2014,714153158913,0.75,1,13,50,0
Refreshment Beverages,Coolers,Spirit Coolers,ITALY,319919,APEROL - SPRITZ READY TO SERVE,887341340091,0.2,4,9,20.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,324231,BOLGHERI SUPERIORE - ORNELLAIA 2020,818201021720,0.75,1,14,329.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,410988,BOWMORE - ASTON MARTIN MASTERS SELECTION ED. 2,5010496006788,0.7,1,51.5,609.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,432714,BORDEAUX BLEND - SCREAMING EAGLE THE FLIGHT NAPA VALLEY 2018,696852049610,0.75,1,14.7,2000,0
Wine,France Wine,France Red Wine,FRANCE,435713,POMEROL - L'HOSPITALET DE GAZIN 2021,3700114606651,0.75,1,13,75,NA
Wine,France Wine,France Red Wine,FRANCE,435840,PAUILLAC - CHATEAU DUHART MILON 2021,,0.75,1,13,180,NA
Spirits,Whisky,Irish Whiskey,IRELAND,464762,REDBREAST - 27 YEAR OLD IRISH WHISKEY,80432115626,0.75,1,55.9,799.99,NA
Beer,Import Beer,Europe Beer,CZECH REPUBLIC,591230,CZECHVAR,815833002400,0.5,1,5,2.89,NA
Wine,Italy Wine,Italy Red Wine,ITALY,619254,BAROLO - AURELIO SETTIMO ROCCHE DELL'ANNUNZIATA 2018,633913451166,0.75,1,14,75.99,0
Wine,France Wine,France Red Wine,FRANCE,830703,CHATEAU MARGAUX 2010,,0.75,1,13,1565,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,53280,SPERLING VINEYARDS OLD VINES FOCH RESERVE,627843118084,0.75,1,14.2,11.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,104083,MOLSON - CANADIAN CAN,,0.355,8,5,17.79,NA
Wine,France Wine,France White Wine,FRANCE,116855,CHABLIS PREMIER VAILLONS GUY MOREAU - DOMAINE CHRISTIAN MORE,89744423528,0.75,1,13,84.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,172825,SHIRAZ - FULLGLASS WINES SKULLS 2017,811676000863,0.75,1,14.9,19.99,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,196287,CREME DE MENTHE GREEN - MCGUINNESS,48415448482,0.75,1,15,22.49,NA
Wine,Germany Wine,Germany White Wine,GERMANY,199930,RIESLING - DR LOOSEN WEHLENER SONNENUHR GG ALTE REBEN 15,810404020449,0.75,1,12.5,52.99,1
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,215053,MALBEC - LUCA,835603001082,0.75,1,13.5,35.99,0
Spirits,Liqueurs,Fruit Liqueurs,UNITED STATES OF AMERICA,313166,99 BANANAS - BANANA SCHNAPP LIQUEUR,80660118086,0.2,1,49.5,9.99,NA
Wine,France Wine,France Red Wine,FRANCE,346282,MARGAUX - CHATEAU CANTENAC BROWN 2022,714153391129,0.75,1,14,135,NA
Wine,France Wine,France Red Wine,FRANCE,362205,ST ESTEPHE - CHATEAU LILIAN LADOUYS 2020,,0.75,1,12.5,55,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,416170,RIBERA DEL DUERO - VEGA SICILIA PINTIA 2020,8436028611393,0.75,1,15,129.99,0
Wine,France Wine,France Red Wine,FRANCE,435710,POMEROL - CHATEAU LA GRAVE 2021,3328155018501,0.75,1,13,90,NA
Spirits,Vodka,Straight Vodka,UNITED STATES OF AMERICA,504787,(REPACK) FIFTH GENERATION - TITO'S HANDMADE,619947000037,1.75,1,40,72.99,NA
Wine,Italy Wine,Italy White Wine,ITALY,534214,PINOT GRIGIO DELLE VENEZIE - DANZANTE,652626759840,0.75,1,12.5,14.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,42303,DEWAR'S - ILEGAL SMOOTH,80480985356,0.75,1,40,35.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,107477,MISSION HILL - FAMILY ESTATE COMPENDIUM 2018,776545556394,0.75,1,14.5,80.99,0
Wine,France Wine,France White Wine,FRANCE,123383,COTEAUX DU LAYON - CHATEAU DE LA ROULERIE 2017,3664374000775,0.5,1,11,57.99,3
Wine,France Wine,France Red Wine,FRANCE,143848,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE ROUGE 2018,,0.75,1,13,250,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,164801,SIERRA DE GREDOS GARNACHA - COMANDO G ROZAS 1ER,626990370376,0.75,1,14.5,129.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,165991,BODACIOUS - BOURBON,63657038574,0.75,1,12,11.49,2
Wine,France Wine,France Red Wine,FRANCE,189129,FAUGERES - DOMAINE OLLIER TAILLEFER GRANDE RESERVE 2020,3577075229386,0.75,1,13.5,33.99,0
Wine,Sake,Japan Sake,JAPAN,243814,NAKANO - KUNIZAKARI SAIKA DAIGINJO,4978526407411,0.72,1,15,39.99,0
Spirits,Other Spirits,Ready to Serve Cocktails,UNITED STATES OF AMERICA,290101,CROWN ROYAL - BLACK CHERRY WHISKY SOUR COCKTAIL,82000808763,0.375,1,23,22.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,298048,CABERNET FRANC - ANDELUNA 1300,874063004004,0.75,1,13.5,19.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,303647,REBEL - STAVE FINISH COLLECTION CARAMEL HONEY SINGLE BARREL,88352140803,0.75,1,55,95.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,350892,MALBEC - ELSA BIANCHI,7790703165443,0.75,1,13.5,15.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,369760,MODEST WINES - BLAUFRANKISCH,8122899723142,0.75,1,13.4,25.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,401227,CHECKMATE - SILENT BISHOP MERLOT 2020,776545803634,0.75,1,15.27,105.99,0
Wine,Spain Wine,Spain White Wine,SPAIN,416837,GETARIAKO TXAKOLINA TXAKOLI - BASA LORE,8437005419001,0.75,1,12,25.99,0
Wine,France Wine,France Red Wine,FRANCE,425479,ST ESTEPHE - CHATEAU MONTROSE 2021,,0.75,1,13,400,NA
Wine,France Wine,France Red Wine,FRANCE,440432,PESSAC LEOGNAN - DOMAINE DE CHEVALIER ROUGE 2021,696852224475,0.75,1,13,180,NA
Wine,France Wine,France White Wine,FRANCE,464473,ARBOIS BLANC - DOMAINE ROLET 2013,3361121111332,1.5,1,13,85.99,0
Wine,France Wine,France Red Wine,FRANCE,465925,ST ESTEPHE - CHATEAU CAPBERN 2020,3701034104678,0.75,1,13,65,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,502039,CABERNET SAUVIGNON - WYNNS BLACK LABEL COONAWARRA 2022,12354052000,0.75,1,13.4,37.49,0
Wine,Germany Wine,Germany White Wine,GERMANY,566802,RIESLING AUSLESE - SELBACH OSTER ZELTINGER SONNENUHR 2023,717215001271,0.375,1,10,34.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,50650,BALBLAIR - 12YO,632070101419,0.75,1,46,124.99,NA
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,53579,JACK DANIEL'S - OLD #7 TENNESSEE SOUR MASH,82184083598,3,1,40,144.99,0
Wine,France Wine,France White Wine,FRANCE,54888,PETIT CHABLIS - BAUDOUIN MILLET 2018,3760163353753,0.75,1,12.5,35.99,NA
Spirits,Rum,Amber Rum,PUERTO RICO,85811,BACARDI - GOLD,620213025203,1.75,1,40,52.99,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,145210,MILLER GENUINE DRAFT,56327012394,0.355,18,4.7,45.99,NA
Spirits,Whisky,Other Country Whisky,INDIA,167844,ROYAL STAG - BARREL SELECT,89005439,0.75,1,42.8,30.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,201646,GLENROTHES - WHISKY MAKER'S CUT,812066022632,0.75,1,48.8,136.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,392129,BRUNELLO DI MONTALCINO - CORTE PAVONE FIOR DEL VENTO ORGANIC,8032130032837,0.75,1,14,129.99,0
Wine,France Wine,France White Wine,FRANCE,395148,BOURGOGNE CHARDONNAY - DOUDET NAUDIN 2022,3660600038307,0.75,1,13,37.99,0
Wine,France Wine,France Red Wine,FRANCE,425229,ST ESTEPHE - CHATEAU COS D'ESTOURNEL 2021,696852223331,0.75,1,13,450,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,477758,TWISTED TEA - ISLAND MIX PACK CAN,87692014263,0.355,12,5,19.47,NA
Wine,Italy Wine,Italy Red Wine,ITALY,512517,CHIANTI CLASSICO GRAN SELEZIONE - RUFFINO RIS DUCALE ORO 21,8001660130054,0.75,1,15,44.99,0
Spirits,Rum,Dark Rum,TRINIDAD AND TOBAGO,699116,PLANTATION - ORIGINAL DARK,695521151456,0.75,1,40,44.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,877217,BURROWING OWL - SYRAH 2021,688229004216,0.75,1,14.5,38.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,883991,PINOTAGE - THE GRINDER,6009806160486,0.75,1,14.5,14.99,0
Wine,France Wine,France Red Wine,FRANCE,39873,POMEROL - CHATAEU LA GRAVE 2019,3328155011847,0.75,1,13,95,NA
Wine,France Wine,France White Wine,FRANCE,50042,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE BLANC 2018,,0.75,1,13,280,NA
Wine,France Wine,France Red Wine,FRANCE,97513,PAUILLAC - LE PETIT MOUTON ROTHSCHILD 2018,3262156025758,0.75,1,13,550,NA
Wine,Italy Wine,Italy Red Wine,ITALY,129721,ETNA ROSSO - TENUTA DELLE TERRE NERE,8033182054204,0.75,1,14,51.99,0
Wine,France Wine,France White Wine,FRANCE,131441,CHASSAGNE MONTRACHET 1ER LES VERGERS - DOMAINE MARC MOREY 23,831906003792,0.75,1,14,195.99,0
Wine,France Wine,France Red Wine,FRANCE,142998,MARGAUX - CHATEAU MARQUIS DE TERME 2018,3378281182003,0.75,1,13,110,NA
Spirits,Vodka,Straight Vodka,POLAND,181931,BELVEDERE,5901867806550,1.14,1,40,71.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,227978,CABERNET SAUVIGNON - SCHRADER RBS BECKSTOFFER TO KALON 2015,86003280168,0.75,1,14.9,565,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,302781,GLENGLASSAUGH - 12 YEAR OLD,5060716144202,0.7,1,45,94.99,NA
Wine,France Wine,France White Wine,FRANCE,372670,CHABLIS VAUDESIR - DOMAINE WILLIAM FEVRE 2020,3443627814686,0.75,1,13,177.99,0
Wine,France Wine,France White Wine,FRANCE,372720,PESSAC LEOGNAN - CHATEAU HAUT BRION BLANC 2022,3701581901003,0.75,1,13,1700,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,537589,DEANSTON - VIRGIN OAK,5029704217755,0.75,1,46.3,53.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,593608,BRIDGE BREWING - BOURBON BLOOD ORANGE WHEAT TALL CAN,641061556640,0.473,4,5.5,14.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,628143,TOMATIN - 30 YO HIGHLAND SINGLE MALT,87116002302,0.75,1,46,1250,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,823799,JOIE FARM - PTG,692739000064,0.75,1,13,34.99,0
Spirits,Grape and Fruit Brandy,Brandy,GERMANY,10512,DUJARDIN - V.S.O.P.,4001731232995,0.75,1,40,27.49,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,20572,BACKCOUNTRY BREWING - WIDOWMAKER IPA TALL CAN,,0.473,4,6.7,17.29,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,72355,(REPACK) WOODFORD RESERVE - DOUBLE OAKED,81128038960,0.75,1,45.2,78.99,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,99031,BOMBER BREWING - BOMBER OKTOBERFEST TALL CAN,691395600984,0.473,4,6.2,12.77,NA
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,CANADA,122937,KAHLUA,89540536569,1.75,1,16,59.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,168992,GLENLIVET - FOUNDER'S RESERVE SCOTCH WHISKY,5000299612927,1.75,1,40,143.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,235414,TOSCANA - MASSETO 2020,818201021911,3,1,14,5800,0
Wine,France Wine,France White Wine,FRANCE,317716,MEURSAULT - CHATEAU DE MEURSAULT 2021,3661400271048,0.75,1,13,165.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,329751,MACALLAN - TRIPLE CASK 12 YEAR OLD,812066022205,0.75,1,43,131.99,NA
Wine,France Wine,France Red Wine,FRANCE,332905,ST JULIEN - CHATEAU LANGOA BARTON 2022,3609051361763,0.75,1,13,120,NA
Wine,France Wine,France Red Wine,FRANCE,357684,PAUILLAC - CHATEAU GRAND PUY LACOSTE 2020,3609051149897,0.75,1,14.5,180,NA
Wine,France Wine,France Red Wine,FRANCE,363815,PESSAC LEOGNAN - CHATEAU DE FIEUZAL ROUGE 2022,696852224123,0.75,1,13,110,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,400031,CABERNET SAUVIGNON - UKO OLD VINES,745110943440,0.75,1,14,39.99,0
Wine,France Wine,France White Wine,FRANCE,464382,COTES DE JURA BLANC - DOMAINE ROLET TRADITION 1996,3361122129633,1.5,1,13,85.99,0
Spirits,Asian Spirits,Korea Spirits,KOREA - SOUTH,644526,JINRO - CHAMISUL GRAPEFRUIT SOJU,712166833278,0.36,1,13,8.79,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,692525,OLD STYLE PILSNER - CAN,56327593206,0.355,8,5,14.29,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,717940,GRENACHE - WIRRA WIRRA FARMERS HEART MCLAREN VALE,9315125901981,0.75,1,14.5,26.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,807115,SHIRAZ PETITE SIRAH - SHOT IN THE DARK,9337739000287,0.75,1,14,13.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,843334,CABERNET SAUVIGNON - MURRAY BANKS,,0.75,1,13,12.99,0
Wine,France Wine,France Red Wine,FRANCE,886192,BEAUNE 1ER GREVES - JOSEPH DROUHIN 2015,12086543814,0.75,1,13,149.99,0
Wine,France Wine,France White Wine,FRANCE,56265,PAYS D'OC WHITE - ARROGANT FROG,3760040436128,3,1,13.5,34.99,0
Wine,France Wine,France Red Wine,FRANCE,59202,CORTON BRESSANDES GRAND CRU - CHANDON DE BRIAILLES 2017,3760095960418,0.75,1,13,249.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,94797,CABERNET SAUVIGNON - CAYMUS SPECIAL SELECTION 2012,17224105114,1.5,1,14.8,650,0
Wine,France Wine,France Red Wine,FRANCE,129560,POMMARD 1ER LES CHARMOTS - DOMAINE CYROT BUTHIAU 2015,3945700000837,0.75,1,13,99.99,0
Spirits,Rum,Spiced Rum,CANADA,187532,CAPTAIN MORGAN - SPICED PET,82000784739,1.14,1,35,39.99,NA
Beer,Import Beer,Europe Beer,GERMANY,210468,HACKER PSCHORR MUNICH GOLD TALL CAN,4004866222329,0.5,1,5.5,2.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,232793,CABERNET SAUVIGNON - CHATEAU STE MICHELLE COLUMBIA VALLEY,88586601835,0.75,1,13,24.99,0
Spirits,Whisky,Blended Malt Scotch Whisky,UNITED KINGDOM,269261,TIMOROUS BEASTIE - DOUGLAS LAING PORT FINISH,5014218827569,0.7,1,48,148.99,NA
Wine,France Wine,France Rose Wine,FRANCE,274616,COTEAUX VAROIS EN PROVENCE ROSE - FONTROUVIERE,3330620022883,0.75,1,12.5,19.97,0
Wine,Greece Wine,Greece White Wine,GREECE,290560,RETSINA TRADITIONAL - LAFAZANIS,5203578100508,0.75,1,12,15.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,335545,POWERS - JOHN'S LANE 12 YO IRISH WHISKEY,80432200308,0.75,1,46,79.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,348675,TOSCANA - MONTE ANTICO,726452001920,3,1,13,99.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,354558,HECTOR'S - HARD PEACH PUNCH TALL CAN,693851777315,0.473,1,7,2.47,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,368798,MOTTS CLAMATO - THE WORKS TALL CAN,65912002771,0.458,1,5.5,3.29,NA
Wine,France Wine,France Red Wine,FRANCE,371771,ST EMILION - CHATEAU BEAUSEJOUR 2020,3328155015470,0.75,1,13,275,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,389588,QUINTA DO NOVAL - COLHEITA,5601064000460,0.75,1,20.5,115.99,10
Wine,France Wine,France Red Wine,FRANCE,411862,FRONSAC - CHATEAU LA VIEILLE CURE 2021,3364501211011,0.75,1,14,55,NA
Wine,France Wine,France Red Wine,FRANCE,412040,ST JULIEN - CHATEAU GRUAUD LAROSE 2021,,0.75,1,13,180,NA
Wine,Italy Wine,Italy Red Wine,ITALY,487655,MONTEPULCIANO D'ABRUZZO - MADIA TORRE ZAMBRA ORGANIC VEGAN,8033355593325,0.75,1,13,19.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,512327,PUGLIA SANGIOVESE - FANTINI,653149111269,0.75,1,12.5,14.99,0
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,606715,SPEARHEAD - PINOT NOIR ROSE,626990441328,0.75,1,13.1,24.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,30803,SUPERFLUX - HAPPYNESS TALL CAN,627843718154,0.473,4,6.5,17.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,57706,ARDBEG - WEE BEASTIE 5 YEAR OLD,5010494961584,0.75,1,47.4,78.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,173693,PARALLEL 49 - SCHADENFREUDE PUMPKIN OKTOBERFEST CAN,823994002733,0.355,6,5,11.27,NA
Wine,France Wine,France Red Wine,FRANCE,187401,CHATEAU FLEUR CARDINALE 2014,626990305248,0.75,1,13,75,0
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,205922,CHENIN BLANC - WILD OLIVE OLD VINES SWARTLAND,6009900162614,0.75,1,13,13.99,0
Wine,France Wine,France Red Wine,FRANCE,270637,CHATEAU COS D'ESTOURNEL 2006,626990098942,0.75,1,13,205.99,0
Wine,France Wine,France Red Wine,FRANCE,300459,CHATEAU CANON LA GAFFELIERE 2014,714153154618,0.75,1,13.5,130,0
Wine,France Wine,France Red Wine,FRANCE,319671,ST ESTEPHE - FRANK PHELAN 2022,3388118007157,0.75,1,13,65,NA
Wine,Italy Wine,Prosecco Wine,ITALY,321182,LAMARCA - PROSECCO,85000017739,0.75,1,11,20.99,2
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,324743,NAPA VALLEY RED - DOMINUS ESTATE 2019,63695119600,6,1,14.5,4200,0
Wine,France Wine,France White Wine,FRANCE,360388,CHATEAU LA MISSION HAUT BRION BLANC 2014,626990320043,0.75,1,14,2500,0
Wine,France Wine,France Red Wine,FRANCE,392764,MARGAUX - CHATEAU FERRIERE 2019,3760268690036,0.75,1,13,110,NA
Wine,France Wine,France Red Wine,FRANCE,425099,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2021,696852224062,0.75,1,13,1600,NA
Wine,France Wine,France Red Wine,FRANCE,435716,POMEROL - CHATEAU BOURGNEUF 2021,3328155019812,0.75,1,13,100,NA
Wine,Italy Wine,Italy Red Wine,ITALY,527242,TOSCANA - BADIA A COLTIBUONO SANGIOVETO 2020,8008483022498,0.75,1,15,79.99,0
Wine,France Wine,France Red Wine,FRANCE,581645,COTES DU RHONE - LOUIS BERNARD,604174000639,0.75,1,14,16.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,667491,SANDBAGGER - VODKA FUSION 8 PK CAN,990315900136,0.355,8,5,20.29,NA
Spirits,Rum,Amber Rum,CANADA,677743,THE KRAKEN - GOLD SPICED RUM,810178380244,0.75,1,35,31.49,NA
Wine,France Wine,France Red Wine,FRANCE,720607,POMEROL - CHATEAU PETRUS 2014,3700585610317,0.75,1,14.5,3000,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,8599,BELL'S - ORIGINAL,88076175655,0.75,1,40,25.49,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,15308,STELLA ARTOIS - CAN,62067382192,0.355,6,5,16.79,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,36301,FORT BERENS - CABERNET FRANC,626990122005,0.75,1,14.5,31.99,0
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,CANADA,106802,99 XXPRESSO - COFFEE LIQUEUR,89000992010,0.05,1,49.5,2.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,182162,COLLE TOSCANA CENTRALE - QUERCETO CIGNALE 2017,726452004860,0.75,1,14,97.99,0
Spirits,Gin,Dry Gin,BRAZIL,185915,MCQUEEN AND THE VIOLET FOG - GIN,813497007168,0.75,1,40,61.99,NA
Wine,France Wine,France Red Wine,FRANCE,273196,ST ESTEPHE - LA DAME DE MONTROSE 2022,3609051358107,0.75,1,13,100,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,322733,WREXHAM - LAGER CAN,628113445510,0.33,6,4,14.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,324225,BOLGHERI SUPERIORE - ORNELLAIA 2020,818201021744,3,1,14,1455,0
Spirits,Gin,Dry Gin,UNITED KINGDOM,368597,BRUICHLADDICH - THE BOTANIST ISLAY DRY,618105002906,0.75,1,46,49.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,395073,THE DALMORE - 21 YEAR OLD,,0.7,1,43.8,1100,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,427872,PINOT NOIR - DUCK POND OREGON,768154231540,0.75,1,13.5,37.99,0
Wine,France Wine,France Red Wine,FRANCE,440189,MARGAUX - CHATEAU MARGAUX 2021,3258690057928,0.75,1,13,1500,NA
Spirits,Tequila,Gold Tequila,MEXICO,451187,JOSE CUERVO - ESPECIAL GOLD,808755035304,1.14,1,40,54.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,560474,ARDBEG - 10 YEAR OLD,83300072106,0.75,1,46,104.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,563239,OPEN - MERLOT,63657024157,0.75,1,14.7,10.99,1
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,569061,BOOKER'S - BOURBON SMALL BATCH,80686011408,0.75,1,63,149.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,675165,BAROLO - G.D. VAJRA BAUDANA,695798131120,0.75,1,14.5,129.99,0
Spirits,Rum,Amber Rum,CANADA,4390,LAMB'S - PALM BREEZE PET,48415510813,1.14,1,40,34.49,NA
Wine,Spain Wine,Spain Sparkling Wine,SPAIN,5835,SEGURA VIUDAS - CAVA BRUT ROSE,33293640004,0.75,1,12,19.97,1
Wine,Spain Wine,Spain Rose Wine,SPAIN,102866,BOBAL ROSADO - SIERRA SALINAS,8420202250270,0.75,1,12,10.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,119743,(REPACK)JACK DANIEL'S - OLD #7 TENNESSEE SOUR MASH,82184080948,0.375,1,40,20.49,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,121749,TAYLOR FLADGATE - 10 YEAR OLD TAWNY,5013626111284,0.75,1,20,40.99,10
Wine,France Wine,France Red Wine,FRANCE,185900,BEAUNE - JADOT 1ER CRU CELEBRATION,3535923015000,0.75,1,13.42,82.99,0
Wine,France Wine,France Champagne Wine,FRANCE,197614,DOM PERIGNON - BASQUIAT,3185370803523,0.75,1,12.5,356.99,0
Wine,France Wine,France White Wine,FRANCE,320138,PERNAND VERGELESSES IER EN CARADEAUX - MARK HAISMA,696852174213,0.75,1,13,123.99,0
Wine,France Wine,France Red Wine,FRANCE,357752,ST JULIEN - CHATEAU GLORIA 2020,3609051149668,0.75,1,13,100,NA
Wine,France Wine,France Red Wine,FRANCE,361992,POMEROL - CHATEAU CLOS RENE 2020,3258690033823,0.75,1,13.5,80,NA
Wine,France Wine,France White Wine,FRANCE,372941,CORTON CHARLEMAGNE - DOMAINE BOUCHARD PERE 2020,3337694116203,0.75,1,13.5,444.99,0
Wine,France Wine,France Red Wine,FRANCE,419195,VOLNAY 1ER LES SANTENOTS - ALBERT BICHOT ORGANIC,87113116040,0.75,1,13,119.99,0
Wine,France Wine,France Red Wine,FRANCE,419575,PESSAC LEOGNAN - CHATEAU BROWN ROUGE 2020,3760208652650,0.75,1,12.5,75,NA
Wine,Italy Wine,Italy Red Wine,ITALY,443028,SANGIOVESE RUBICONE - GIACONDI,8032610310523,1.5,1,12.5,18.49,0
Wine,France Wine,France Red Wine,FRANCE,465846,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2020,,0.75,1,13,380,NA
Wine,France Wine,France Red Wine,FRANCE,483738,BOURGOGNE HAUTES COTES DE NUITS - FONTAINE SAINT MARTIN DOMA,3587011118155,0.75,1,14,58.99,0
Wine,France Wine,France Red Wine,FRANCE,488836,VOLNAY 1ER LES FREMIETS - DOMAINE FAIVELEY 2019,3351002931913,0.75,1,13.5,149.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,54320,SICILIA NERO D'AVOLA - FEUDO MACCARI SAIA 2018,8033011200963,0.75,1,13.5,43.99,0
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,62235,ALENTEJANO - CASA SANTOS LIMA QUID PRO QUO,5604424433014,0.75,1,13.5,15.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,194330,PHANTOM CREEK - QUARTZ AND YARROW SUSTAINABLE RED 2016,626990348849,0.75,1,13.5,35.99,0
